s,p,o
ex:coin_9333,nmo:hasIssuer,ex:issuer_103
ex:coin_9347,nmo:hasIssuer,ex:issuer_103
ex:coin_9349,nmo:hasIssuer,ex:issuer_103
ex:coin_9424,nmo:hasIssuer,ex:issuer_103
ex:coin_9888,nmo:hasIssuer,ex:issuer_103
ex:coin_9904,nmo:hasIssuer,ex:issuer_103
ex:coin_9936,nmo:hasIssuer,ex:issuer_103
ex:coin_12681,nmo:hasIssuer,ex:issuer_103
ex:coin_12682,nmo:hasIssuer,ex:issuer_103
ex:coin_12776,nmo:hasIssuer,ex:issuer_103
ex:coin_12789,nmo:hasIssuer,ex:issuer_103
ex:coin_12875,nmo:hasIssuer,ex:issuer_103
ex:coin_13437,nmo:hasIssuer,ex:issuer_103
ex:coin_13509,nmo:hasIssuer,ex:issuer_103
ex:coin_13681,nmo:hasIssuer,ex:issuer_103
ex:coin_15016,nmo:hasIssuer,ex:issuer_103
ex:coin_15129,nmo:hasIssuer,ex:issuer_103
ex:coin_15130,nmo:hasIssuer,ex:issuer_103
ex:coin_15131,nmo:hasIssuer,ex:issuer_103
ex:coin_16891,nmo:hasIssuer,ex:issuer_103
ex:coin_18176,nmo:hasIssuer,ex:issuer_103
ex:coin_18683,nmo:hasIssuer,ex:issuer_103
ex:coin_36462,nmo:hasIssuer,ex:issuer_103
ex:coin_36463,nmo:hasIssuer,ex:issuer_103
ex:coin_36480,nmo:hasIssuer,ex:issuer_103
ex:coin_36482,nmo:hasIssuer,ex:issuer_103
ex:coin_36494,nmo:hasIssuer,ex:issuer_103
ex:coin_36498,nmo:hasIssuer,ex:issuer_103
ex:coin_36501,nmo:hasIssuer,ex:issuer_103
ex:coin_36505,nmo:hasIssuer,ex:issuer_103
ex:coin_36519,nmo:hasIssuer,ex:issuer_103
ex:coin_36523,nmo:hasIssuer,ex:issuer_103
ex:coin_39011,nmo:hasIssuer,ex:issuer_103
ex:coin_40430,nmo:hasIssuer,ex:issuer_103
ex:coin_40431,nmo:hasIssuer,ex:issuer_103
ex:coin_40432,nmo:hasIssuer,ex:issuer_103
ex:coin_40433,nmo:hasIssuer,ex:issuer_103
ex:coin_40434,nmo:hasIssuer,ex:issuer_103
ex:coin_40435,nmo:hasIssuer,ex:issuer_103
ex:coin_40436,nmo:hasIssuer,ex:issuer_103
ex:coin_40437,nmo:hasIssuer,ex:issuer_103
ex:coin_40438,nmo:hasIssuer,ex:issuer_103
ex:coin_40439,nmo:hasIssuer,ex:issuer_103
ex:coin_40440,nmo:hasIssuer,ex:issuer_103
ex:coin_40441,nmo:hasIssuer,ex:issuer_103
ex:coin_42324,nmo:hasIssuer,ex:issuer_103
ex:coin_42670,nmo:hasIssuer,ex:issuer_103
ex:coin_42811,nmo:hasIssuer,ex:issuer_103
ex:coin_12778,nmo:hasIssuer,ex:issuer_105
ex:coin_12783,nmo:hasIssuer,ex:issuer_105
ex:coin_16981,nmo:hasIssuer,ex:issuer_105
ex:coin_17839,nmo:hasIssuer,ex:issuer_106
ex:coin_17839,nmo:hasIssuer,ex:issuer_107
ex:coin_693,nmo:hasIssuer,ex:issuer_107
ex:coin_1164,nmo:hasIssuer,ex:issuer_107
ex:coin_5684,nmo:hasIssuer,ex:issuer_107
ex:coin_5784,nmo:hasIssuer,ex:issuer_107
ex:coin_6123,nmo:hasIssuer,ex:issuer_107
ex:coin_6361,nmo:hasIssuer,ex:issuer_107
ex:coin_7538,nmo:hasIssuer,ex:issuer_107
ex:coin_7549,nmo:hasIssuer,ex:issuer_107
ex:coin_7829,nmo:hasIssuer,ex:issuer_107
ex:coin_8127,nmo:hasIssuer,ex:issuer_107
ex:coin_8971,nmo:hasIssuer,ex:issuer_107
ex:coin_8982,nmo:hasIssuer,ex:issuer_107
ex:coin_9005,nmo:hasIssuer,ex:issuer_107
ex:coin_9431,nmo:hasIssuer,ex:issuer_107
ex:coin_11437,nmo:hasIssuer,ex:issuer_107
ex:coin_11612,nmo:hasIssuer,ex:issuer_107
ex:coin_12779,nmo:hasIssuer,ex:issuer_107
ex:coin_16086,nmo:hasIssuer,ex:issuer_107
ex:coin_16089,nmo:hasIssuer,ex:issuer_107
ex:coin_16129,nmo:hasIssuer,ex:issuer_107
ex:coin_16658,nmo:hasIssuer,ex:issuer_107
ex:coin_16709,nmo:hasIssuer,ex:issuer_107
ex:coin_16723,nmo:hasIssuer,ex:issuer_107
ex:coin_16726,nmo:hasIssuer,ex:issuer_107
ex:coin_36546,nmo:hasIssuer,ex:issuer_107
ex:coin_40568,nmo:hasIssuer,ex:issuer_107
ex:coin_40569,nmo:hasIssuer,ex:issuer_107
ex:coin_40570,nmo:hasIssuer,ex:issuer_107
ex:coin_40571,nmo:hasIssuer,ex:issuer_107
ex:coin_42325,nmo:hasIssuer,ex:issuer_107
ex:coin_42327,nmo:hasIssuer,ex:issuer_107
ex:coin_42328,nmo:hasIssuer,ex:issuer_107
ex:coin_42671,nmo:hasIssuer,ex:issuer_107
ex:coin_42672,nmo:hasIssuer,ex:issuer_107
ex:coin_42673,nmo:hasIssuer,ex:issuer_107
ex:coin_42674,nmo:hasIssuer,ex:issuer_107
ex:coin_42675,nmo:hasIssuer,ex:issuer_107
ex:coin_42676,nmo:hasIssuer,ex:issuer_107
ex:coin_42677,nmo:hasIssuer,ex:issuer_107
ex:coin_42678,nmo:hasIssuer,ex:issuer_107
ex:coin_5558,nmo:hasIssuer,ex:issuer_110
ex:coin_7494,nmo:hasIssuer,ex:issuer_110
ex:coin_8575,nmo:hasIssuer,ex:issuer_110
ex:coin_9324,nmo:hasIssuer,ex:issuer_110
ex:coin_9324,nmo:hasIssuer,ex:issuer_111
ex:coin_13189,nmo:hasIssuer,ex:issuer_110
ex:coin_13250,nmo:hasIssuer,ex:issuer_110
ex:coin_13251,nmo:hasIssuer,ex:issuer_110
ex:coin_16125,nmo:hasIssuer,ex:issuer_110
ex:coin_16130,nmo:hasIssuer,ex:issuer_110
ex:coin_16130,nmo:hasIssuer,ex:issuer_111
ex:coin_29827,nmo:hasIssuer,ex:issuer_110
ex:coin_29827,nmo:hasIssuer,ex:issuer_111
ex:coin_36691,nmo:hasIssuer,ex:issuer_110
ex:coin_42323,nmo:hasIssuer,ex:issuer_110
ex:coin_682,nmo:hasIssuer,ex:issuer_111
ex:coin_684,nmo:hasIssuer,ex:issuer_111
ex:coin_685,nmo:hasIssuer,ex:issuer_111
ex:coin_718,nmo:hasIssuer,ex:issuer_111
ex:coin_3489,nmo:hasIssuer,ex:issuer_111
ex:coin_3490,nmo:hasIssuer,ex:issuer_111
ex:coin_4674,nmo:hasIssuer,ex:issuer_111
ex:coin_4675,nmo:hasIssuer,ex:issuer_111
ex:coin_5438,nmo:hasIssuer,ex:issuer_111
ex:coin_5560,nmo:hasIssuer,ex:issuer_111
ex:coin_5561,nmo:hasIssuer,ex:issuer_111
ex:coin_5712,nmo:hasIssuer,ex:issuer_111
ex:coin_5878,nmo:hasIssuer,ex:issuer_111
ex:coin_5917,nmo:hasIssuer,ex:issuer_111
ex:coin_6294,nmo:hasIssuer,ex:issuer_111
ex:coin_6396,nmo:hasIssuer,ex:issuer_111
ex:coin_8329,nmo:hasIssuer,ex:issuer_111
ex:coin_8623,nmo:hasIssuer,ex:issuer_111
ex:coin_8992,nmo:hasIssuer,ex:issuer_111
ex:coin_9326,nmo:hasIssuer,ex:issuer_111
ex:coin_9469,nmo:hasIssuer,ex:issuer_111
ex:coin_9811,nmo:hasIssuer,ex:issuer_111
ex:coin_9980,nmo:hasIssuer,ex:issuer_111
ex:coin_10389,nmo:hasIssuer,ex:issuer_111
ex:coin_11438,nmo:hasIssuer,ex:issuer_111
ex:coin_11593,nmo:hasIssuer,ex:issuer_111
ex:coin_11790,nmo:hasIssuer,ex:issuer_111
ex:coin_11791,nmo:hasIssuer,ex:issuer_111
ex:coin_11792,nmo:hasIssuer,ex:issuer_111
ex:coin_11793,nmo:hasIssuer,ex:issuer_111
ex:coin_11794,nmo:hasIssuer,ex:issuer_111
ex:coin_11795,nmo:hasIssuer,ex:issuer_111
ex:coin_11796,nmo:hasIssuer,ex:issuer_111
ex:coin_11797,nmo:hasIssuer,ex:issuer_111
ex:coin_11798,nmo:hasIssuer,ex:issuer_111
ex:coin_11799,nmo:hasIssuer,ex:issuer_111
ex:coin_11800,nmo:hasIssuer,ex:issuer_111
ex:coin_11801,nmo:hasIssuer,ex:issuer_111
ex:coin_11802,nmo:hasIssuer,ex:issuer_111
ex:coin_11803,nmo:hasIssuer,ex:issuer_111
ex:coin_11804,nmo:hasIssuer,ex:issuer_111
ex:coin_11805,nmo:hasIssuer,ex:issuer_111
ex:coin_12313,nmo:hasIssuer,ex:issuer_111
ex:coin_12805,nmo:hasIssuer,ex:issuer_111
ex:coin_12806,nmo:hasIssuer,ex:issuer_111
ex:coin_12807,nmo:hasIssuer,ex:issuer_111
ex:coin_12946,nmo:hasIssuer,ex:issuer_111
ex:coin_13322,nmo:hasIssuer,ex:issuer_111
ex:coin_13323,nmo:hasIssuer,ex:issuer_111
ex:coin_13324,nmo:hasIssuer,ex:issuer_111
ex:coin_13325,nmo:hasIssuer,ex:issuer_111
ex:coin_13326,nmo:hasIssuer,ex:issuer_111
ex:coin_13327,nmo:hasIssuer,ex:issuer_111
ex:coin_13328,nmo:hasIssuer,ex:issuer_111
ex:coin_13329,nmo:hasIssuer,ex:issuer_111
ex:coin_13330,nmo:hasIssuer,ex:issuer_111
ex:coin_13331,nmo:hasIssuer,ex:issuer_111
ex:coin_13332,nmo:hasIssuer,ex:issuer_111
ex:coin_13333,nmo:hasIssuer,ex:issuer_111
ex:coin_13334,nmo:hasIssuer,ex:issuer_111
ex:coin_13335,nmo:hasIssuer,ex:issuer_111
ex:coin_13336,nmo:hasIssuer,ex:issuer_111
ex:coin_13337,nmo:hasIssuer,ex:issuer_111
ex:coin_13338,nmo:hasIssuer,ex:issuer_111
ex:coin_13339,nmo:hasIssuer,ex:issuer_111
ex:coin_13340,nmo:hasIssuer,ex:issuer_111
ex:coin_13341,nmo:hasIssuer,ex:issuer_111
ex:coin_13342,nmo:hasIssuer,ex:issuer_111
ex:coin_13343,nmo:hasIssuer,ex:issuer_111
ex:coin_13636,nmo:hasIssuer,ex:issuer_111
ex:coin_15674,nmo:hasIssuer,ex:issuer_111
ex:coin_16360,nmo:hasIssuer,ex:issuer_111
ex:coin_16506,nmo:hasIssuer,ex:issuer_111
ex:coin_16657,nmo:hasIssuer,ex:issuer_111
ex:coin_16672,nmo:hasIssuer,ex:issuer_111
ex:coin_16710,nmo:hasIssuer,ex:issuer_111
ex:coin_17757,nmo:hasIssuer,ex:issuer_111
ex:coin_27296,nmo:hasIssuer,ex:issuer_111
ex:coin_28053,nmo:hasIssuer,ex:issuer_111
ex:coin_28977,nmo:hasIssuer,ex:issuer_111
ex:coin_30150,nmo:hasIssuer,ex:issuer_111
ex:coin_30151,nmo:hasIssuer,ex:issuer_111
ex:coin_30383,nmo:hasIssuer,ex:issuer_111
ex:coin_31176,nmo:hasIssuer,ex:issuer_111
ex:coin_31530,nmo:hasIssuer,ex:issuer_111
ex:coin_33949,nmo:hasIssuer,ex:issuer_111
ex:coin_33991,nmo:hasIssuer,ex:issuer_111
ex:coin_36586,nmo:hasIssuer,ex:issuer_111
ex:coin_36587,nmo:hasIssuer,ex:issuer_111
ex:coin_36607,nmo:hasIssuer,ex:issuer_111
ex:coin_36632,nmo:hasIssuer,ex:issuer_111
ex:coin_36637,nmo:hasIssuer,ex:issuer_111
ex:coin_36643,nmo:hasIssuer,ex:issuer_111
ex:coin_36648,nmo:hasIssuer,ex:issuer_111
ex:coin_36653,nmo:hasIssuer,ex:issuer_111
ex:coin_36663,nmo:hasIssuer,ex:issuer_111
ex:coin_36672,nmo:hasIssuer,ex:issuer_111
ex:coin_36674,nmo:hasIssuer,ex:issuer_111
ex:coin_36695,nmo:hasIssuer,ex:issuer_111
ex:coin_36701,nmo:hasIssuer,ex:issuer_111
ex:coin_36709,nmo:hasIssuer,ex:issuer_111
ex:coin_40648,nmo:hasIssuer,ex:issuer_111
ex:coin_6575,nmo:hasIssuer,ex:issuer_113
ex:coin_7444,nmo:hasIssuer,ex:issuer_113
ex:coin_7923,nmo:hasIssuer,ex:issuer_113
ex:coin_41406,nmo:hasIssuer,ex:issuer_113
ex:coin_41406,nmo:hasIssuer,ex:issuer_114
ex:coin_1136,nmo:hasIssuer,ex:issuer_114
ex:coin_1744,nmo:hasIssuer,ex:issuer_114
ex:coin_11454,nmo:hasIssuer,ex:issuer_114
ex:coin_11454,nmo:hasIssuer,ex:issuer_116
ex:coin_14055,nmo:hasIssuer,ex:issuer_114
ex:coin_14056,nmo:hasIssuer,ex:issuer_114
ex:coin_14411,nmo:hasIssuer,ex:issuer_114
ex:coin_14819,nmo:hasIssuer,ex:issuer_114
ex:coin_15262,nmo:hasIssuer,ex:issuer_114
ex:coin_15793,nmo:hasIssuer,ex:issuer_114
ex:coin_15833,nmo:hasIssuer,ex:issuer_114
ex:coin_16441,nmo:hasIssuer,ex:issuer_114
ex:coin_18033,nmo:hasIssuer,ex:issuer_114
ex:coin_31074,nmo:hasIssuer,ex:issuer_114
ex:coin_32275,nmo:hasIssuer,ex:issuer_114
ex:coin_33946,nmo:hasIssuer,ex:issuer_114
ex:coin_33947,nmo:hasIssuer,ex:issuer_114
ex:coin_33948,nmo:hasIssuer,ex:issuer_114
ex:coin_33951,nmo:hasIssuer,ex:issuer_114
ex:coin_33952,nmo:hasIssuer,ex:issuer_114
ex:coin_33953,nmo:hasIssuer,ex:issuer_114
ex:coin_33954,nmo:hasIssuer,ex:issuer_114
ex:coin_33955,nmo:hasIssuer,ex:issuer_114
ex:coin_33956,nmo:hasIssuer,ex:issuer_114
ex:coin_33957,nmo:hasIssuer,ex:issuer_114
ex:coin_33958,nmo:hasIssuer,ex:issuer_114
ex:coin_33959,nmo:hasIssuer,ex:issuer_114
ex:coin_33961,nmo:hasIssuer,ex:issuer_114
ex:coin_33962,nmo:hasIssuer,ex:issuer_114
ex:coin_33963,nmo:hasIssuer,ex:issuer_114
ex:coin_33964,nmo:hasIssuer,ex:issuer_114
ex:coin_33965,nmo:hasIssuer,ex:issuer_114
ex:coin_33967,nmo:hasIssuer,ex:issuer_114
ex:coin_33968,nmo:hasIssuer,ex:issuer_114
ex:coin_33969,nmo:hasIssuer,ex:issuer_114
ex:coin_33970,nmo:hasIssuer,ex:issuer_114
ex:coin_33972,nmo:hasIssuer,ex:issuer_114
ex:coin_33974,nmo:hasIssuer,ex:issuer_114
ex:coin_33975,nmo:hasIssuer,ex:issuer_114
ex:coin_33976,nmo:hasIssuer,ex:issuer_114
ex:coin_33977,nmo:hasIssuer,ex:issuer_114
ex:coin_33978,nmo:hasIssuer,ex:issuer_114
ex:coin_33979,nmo:hasIssuer,ex:issuer_114
ex:coin_33981,nmo:hasIssuer,ex:issuer_114
ex:coin_33982,nmo:hasIssuer,ex:issuer_114
ex:coin_33984,nmo:hasIssuer,ex:issuer_114
ex:coin_33986,nmo:hasIssuer,ex:issuer_114
ex:coin_33987,nmo:hasIssuer,ex:issuer_114
ex:coin_33988,nmo:hasIssuer,ex:issuer_114
ex:coin_33989,nmo:hasIssuer,ex:issuer_114
ex:coin_33990,nmo:hasIssuer,ex:issuer_114
ex:coin_33993,nmo:hasIssuer,ex:issuer_114
ex:coin_33996,nmo:hasIssuer,ex:issuer_114
ex:coin_33997,nmo:hasIssuer,ex:issuer_114
ex:coin_33998,nmo:hasIssuer,ex:issuer_114
ex:coin_33999,nmo:hasIssuer,ex:issuer_114
ex:coin_34000,nmo:hasIssuer,ex:issuer_114
ex:coin_34420,nmo:hasIssuer,ex:issuer_114
ex:coin_34748,nmo:hasIssuer,ex:issuer_114
ex:coin_34770,nmo:hasIssuer,ex:issuer_114
ex:coin_34771,nmo:hasIssuer,ex:issuer_114
ex:coin_34807,nmo:hasIssuer,ex:issuer_114
ex:coin_34828,nmo:hasIssuer,ex:issuer_114
ex:coin_34876,nmo:hasIssuer,ex:issuer_114
ex:coin_34887,nmo:hasIssuer,ex:issuer_114
ex:coin_34916,nmo:hasIssuer,ex:issuer_114
ex:coin_34933,nmo:hasIssuer,ex:issuer_114
ex:coin_34945,nmo:hasIssuer,ex:issuer_114
ex:coin_34952,nmo:hasIssuer,ex:issuer_114
ex:coin_34954,nmo:hasIssuer,ex:issuer_114
ex:coin_35165,nmo:hasIssuer,ex:issuer_114
ex:coin_36596,nmo:hasIssuer,ex:issuer_114
ex:coin_36597,nmo:hasIssuer,ex:issuer_114
ex:coin_36598,nmo:hasIssuer,ex:issuer_114
ex:coin_36599,nmo:hasIssuer,ex:issuer_114
ex:coin_36600,nmo:hasIssuer,ex:issuer_114
ex:coin_36619,nmo:hasIssuer,ex:issuer_114
ex:coin_36620,nmo:hasIssuer,ex:issuer_114
ex:coin_36621,nmo:hasIssuer,ex:issuer_114
ex:coin_36622,nmo:hasIssuer,ex:issuer_114
ex:coin_36628,nmo:hasIssuer,ex:issuer_114
ex:coin_36629,nmo:hasIssuer,ex:issuer_114
ex:coin_36630,nmo:hasIssuer,ex:issuer_114
ex:coin_36640,nmo:hasIssuer,ex:issuer_114
ex:coin_36641,nmo:hasIssuer,ex:issuer_114
ex:coin_36642,nmo:hasIssuer,ex:issuer_114
ex:coin_36654,nmo:hasIssuer,ex:issuer_114
ex:coin_36682,nmo:hasIssuer,ex:issuer_114
ex:coin_36688,nmo:hasIssuer,ex:issuer_114
ex:coin_36728,nmo:hasIssuer,ex:issuer_114
ex:coin_36740,nmo:hasIssuer,ex:issuer_114
ex:coin_36762,nmo:hasIssuer,ex:issuer_114
ex:coin_36781,nmo:hasIssuer,ex:issuer_114
ex:coin_36782,nmo:hasIssuer,ex:issuer_114
ex:coin_36783,nmo:hasIssuer,ex:issuer_114
ex:coin_36784,nmo:hasIssuer,ex:issuer_114
ex:coin_36789,nmo:hasIssuer,ex:issuer_114
ex:coin_36804,nmo:hasIssuer,ex:issuer_114
ex:coin_36805,nmo:hasIssuer,ex:issuer_114
ex:coin_36842,nmo:hasIssuer,ex:issuer_114
ex:coin_36911,nmo:hasIssuer,ex:issuer_114
ex:coin_36911,nmo:hasIssuer,ex:issuer_119
ex:coin_36946,nmo:hasIssuer,ex:issuer_114
ex:coin_36996,nmo:hasIssuer,ex:issuer_114
ex:coin_36997,nmo:hasIssuer,ex:issuer_114
ex:coin_36998,nmo:hasIssuer,ex:issuer_114
ex:coin_36999,nmo:hasIssuer,ex:issuer_114
ex:coin_37000,nmo:hasIssuer,ex:issuer_114
ex:coin_37001,nmo:hasIssuer,ex:issuer_114
ex:coin_37002,nmo:hasIssuer,ex:issuer_114
ex:coin_37003,nmo:hasIssuer,ex:issuer_114
ex:coin_37004,nmo:hasIssuer,ex:issuer_114
ex:coin_37005,nmo:hasIssuer,ex:issuer_114
ex:coin_37006,nmo:hasIssuer,ex:issuer_114
ex:coin_37007,nmo:hasIssuer,ex:issuer_114
ex:coin_37008,nmo:hasIssuer,ex:issuer_114
ex:coin_37009,nmo:hasIssuer,ex:issuer_114
ex:coin_37010,nmo:hasIssuer,ex:issuer_114
ex:coin_37011,nmo:hasIssuer,ex:issuer_114
ex:coin_37015,nmo:hasIssuer,ex:issuer_114
ex:coin_37016,nmo:hasIssuer,ex:issuer_114
ex:coin_37017,nmo:hasIssuer,ex:issuer_114
ex:coin_37018,nmo:hasIssuer,ex:issuer_114
ex:coin_37019,nmo:hasIssuer,ex:issuer_114
ex:coin_37020,nmo:hasIssuer,ex:issuer_114
ex:coin_37021,nmo:hasIssuer,ex:issuer_114
ex:coin_37022,nmo:hasIssuer,ex:issuer_114
ex:coin_37023,nmo:hasIssuer,ex:issuer_114
ex:coin_37024,nmo:hasIssuer,ex:issuer_114
ex:coin_37025,nmo:hasIssuer,ex:issuer_114
ex:coin_37026,nmo:hasIssuer,ex:issuer_114
ex:coin_37027,nmo:hasIssuer,ex:issuer_114
ex:coin_37028,nmo:hasIssuer,ex:issuer_114
ex:coin_37029,nmo:hasIssuer,ex:issuer_114
ex:coin_37030,nmo:hasIssuer,ex:issuer_114
ex:coin_37031,nmo:hasIssuer,ex:issuer_114
ex:coin_37032,nmo:hasIssuer,ex:issuer_114
ex:coin_37033,nmo:hasIssuer,ex:issuer_114
ex:coin_37034,nmo:hasIssuer,ex:issuer_114
ex:coin_37035,nmo:hasIssuer,ex:issuer_114
ex:coin_37036,nmo:hasIssuer,ex:issuer_114
ex:coin_37037,nmo:hasIssuer,ex:issuer_114
ex:coin_37038,nmo:hasIssuer,ex:issuer_114
ex:coin_37039,nmo:hasIssuer,ex:issuer_114
ex:coin_37040,nmo:hasIssuer,ex:issuer_114
ex:coin_37041,nmo:hasIssuer,ex:issuer_114
ex:coin_37042,nmo:hasIssuer,ex:issuer_114
ex:coin_37043,nmo:hasIssuer,ex:issuer_114
ex:coin_37044,nmo:hasIssuer,ex:issuer_114
ex:coin_37045,nmo:hasIssuer,ex:issuer_114
ex:coin_37047,nmo:hasIssuer,ex:issuer_114
ex:coin_37048,nmo:hasIssuer,ex:issuer_114
ex:coin_37049,nmo:hasIssuer,ex:issuer_114
ex:coin_37050,nmo:hasIssuer,ex:issuer_114
ex:coin_37051,nmo:hasIssuer,ex:issuer_114
ex:coin_37052,nmo:hasIssuer,ex:issuer_114
ex:coin_37053,nmo:hasIssuer,ex:issuer_114
ex:coin_37054,nmo:hasIssuer,ex:issuer_114
ex:coin_37055,nmo:hasIssuer,ex:issuer_114
ex:coin_37056,nmo:hasIssuer,ex:issuer_114
ex:coin_37057,nmo:hasIssuer,ex:issuer_114
ex:coin_37058,nmo:hasIssuer,ex:issuer_114
ex:coin_37059,nmo:hasIssuer,ex:issuer_114
ex:coin_37060,nmo:hasIssuer,ex:issuer_114
ex:coin_37061,nmo:hasIssuer,ex:issuer_114
ex:coin_37062,nmo:hasIssuer,ex:issuer_114
ex:coin_37063,nmo:hasIssuer,ex:issuer_114
ex:coin_37064,nmo:hasIssuer,ex:issuer_114
ex:coin_37065,nmo:hasIssuer,ex:issuer_114
ex:coin_37066,nmo:hasIssuer,ex:issuer_114
ex:coin_37067,nmo:hasIssuer,ex:issuer_114
ex:coin_37068,nmo:hasIssuer,ex:issuer_114
ex:coin_37069,nmo:hasIssuer,ex:issuer_114
ex:coin_37071,nmo:hasIssuer,ex:issuer_114
ex:coin_40080,nmo:hasIssuer,ex:issuer_114
ex:coin_40839,nmo:hasIssuer,ex:issuer_114
ex:coin_40845,nmo:hasIssuer,ex:issuer_114
ex:coin_41010,nmo:hasIssuer,ex:issuer_114
ex:coin_41011,nmo:hasIssuer,ex:issuer_114
ex:coin_41012,nmo:hasIssuer,ex:issuer_114
ex:coin_41013,nmo:hasIssuer,ex:issuer_114
ex:coin_41014,nmo:hasIssuer,ex:issuer_114
ex:coin_41015,nmo:hasIssuer,ex:issuer_114
ex:coin_13396,nmo:hasIssuer,ex:issuer_116
ex:coin_13463,nmo:hasIssuer,ex:issuer_116
ex:coin_42351,nmo:hasIssuer,ex:issuer_116
ex:coin_5394,nmo:hasIssuer,ex:issuer_119
ex:coin_5853,nmo:hasIssuer,ex:issuer_119
ex:coin_6012,nmo:hasIssuer,ex:issuer_119
ex:coin_6013,nmo:hasIssuer,ex:issuer_119
ex:coin_6016,nmo:hasIssuer,ex:issuer_119
ex:coin_6017,nmo:hasIssuer,ex:issuer_119
ex:coin_6018,nmo:hasIssuer,ex:issuer_119
ex:coin_6146,nmo:hasIssuer,ex:issuer_119
ex:coin_6348,nmo:hasIssuer,ex:issuer_119
ex:coin_6349,nmo:hasIssuer,ex:issuer_119
ex:coin_6364,nmo:hasIssuer,ex:issuer_119
ex:coin_6602,nmo:hasIssuer,ex:issuer_119
ex:coin_6913,nmo:hasIssuer,ex:issuer_119
ex:coin_7384,nmo:hasIssuer,ex:issuer_119
ex:coin_8451,nmo:hasIssuer,ex:issuer_119
ex:coin_10196,nmo:hasIssuer,ex:issuer_119
ex:coin_10200,nmo:hasIssuer,ex:issuer_119
ex:coin_12754,nmo:hasIssuer,ex:issuer_119
ex:coin_12962,nmo:hasIssuer,ex:issuer_119
ex:coin_13020,nmo:hasIssuer,ex:issuer_119
ex:coin_13611,nmo:hasIssuer,ex:issuer_119
ex:coin_13666,nmo:hasIssuer,ex:issuer_119
ex:coin_16333,nmo:hasIssuer,ex:issuer_119
ex:coin_16876,nmo:hasIssuer,ex:issuer_119
ex:coin_17030,nmo:hasIssuer,ex:issuer_119
ex:coin_17220,nmo:hasIssuer,ex:issuer_119
ex:coin_17525,nmo:hasIssuer,ex:issuer_119
ex:coin_17579,nmo:hasIssuer,ex:issuer_119
ex:coin_18392,nmo:hasIssuer,ex:issuer_119
ex:coin_18424,nmo:hasIssuer,ex:issuer_119
ex:coin_28589,nmo:hasIssuer,ex:issuer_119
ex:coin_28983,nmo:hasIssuer,ex:issuer_119
ex:coin_29057,nmo:hasIssuer,ex:issuer_119
ex:coin_29438,nmo:hasIssuer,ex:issuer_119
ex:coin_29439,nmo:hasIssuer,ex:issuer_119
ex:coin_29440,nmo:hasIssuer,ex:issuer_119
ex:coin_29938,nmo:hasIssuer,ex:issuer_119
ex:coin_29939,nmo:hasIssuer,ex:issuer_119
ex:coin_30101,nmo:hasIssuer,ex:issuer_119
ex:coin_30128,nmo:hasIssuer,ex:issuer_119
ex:coin_30152,nmo:hasIssuer,ex:issuer_119
ex:coin_30185,nmo:hasIssuer,ex:issuer_119
ex:coin_30495,nmo:hasIssuer,ex:issuer_119
ex:coin_30925,nmo:hasIssuer,ex:issuer_119
ex:coin_30945,nmo:hasIssuer,ex:issuer_119
ex:coin_31076,nmo:hasIssuer,ex:issuer_119
ex:coin_31468,nmo:hasIssuer,ex:issuer_119
ex:coin_31870,nmo:hasIssuer,ex:issuer_119
ex:coin_31965,nmo:hasIssuer,ex:issuer_119
ex:coin_32107,nmo:hasIssuer,ex:issuer_119
ex:coin_32258,nmo:hasIssuer,ex:issuer_119
ex:coin_32377,nmo:hasIssuer,ex:issuer_119
ex:coin_32814,nmo:hasIssuer,ex:issuer_119
ex:coin_33485,nmo:hasIssuer,ex:issuer_119
ex:coin_33727,nmo:hasIssuer,ex:issuer_119
ex:coin_33906,nmo:hasIssuer,ex:issuer_119
ex:coin_33907,nmo:hasIssuer,ex:issuer_119
ex:coin_34014,nmo:hasIssuer,ex:issuer_119
ex:coin_34032,nmo:hasIssuer,ex:issuer_119
ex:coin_34033,nmo:hasIssuer,ex:issuer_119
ex:coin_34034,nmo:hasIssuer,ex:issuer_119
ex:coin_34035,nmo:hasIssuer,ex:issuer_119
ex:coin_34036,nmo:hasIssuer,ex:issuer_119
ex:coin_34037,nmo:hasIssuer,ex:issuer_119
ex:coin_34066,nmo:hasIssuer,ex:issuer_119
ex:coin_34067,nmo:hasIssuer,ex:issuer_119
ex:coin_34068,nmo:hasIssuer,ex:issuer_119
ex:coin_34069,nmo:hasIssuer,ex:issuer_119
ex:coin_34074,nmo:hasIssuer,ex:issuer_119
ex:coin_34086,nmo:hasIssuer,ex:issuer_119
ex:coin_34087,nmo:hasIssuer,ex:issuer_119
ex:coin_34090,nmo:hasIssuer,ex:issuer_119
ex:coin_34092,nmo:hasIssuer,ex:issuer_119
ex:coin_34097,nmo:hasIssuer,ex:issuer_119
ex:coin_34106,nmo:hasIssuer,ex:issuer_119
ex:coin_34119,nmo:hasIssuer,ex:issuer_119
ex:coin_34130,nmo:hasIssuer,ex:issuer_119
ex:coin_34136,nmo:hasIssuer,ex:issuer_119
ex:coin_34138,nmo:hasIssuer,ex:issuer_119
ex:coin_34145,nmo:hasIssuer,ex:issuer_119
ex:coin_34161,nmo:hasIssuer,ex:issuer_119
