s,p,o
ex:coin_12133,nmo:hasPortrait,ex:person_41
ex:coin_12390,nmo:hasIssuer,ex:issuer_154
ex:coin_12390,nmo:hasIssuer,ex:issuer_131
ex:coin_12390,nmo:hasPortrait,ex:person_40
ex:coin_12391,nmo:hasIssuer,ex:issuer_131
ex:coin_12391,nmo:hasIssuer,ex:issuer_154
ex:coin_12391,nmo:hasPortrait,ex:person_40
ex:coin_12406,nmo:hasIssuer,ex:issuer_154
ex:coin_12406,nmo:hasIssuer,ex:issuer_131
ex:coin_12406,nmo:hasPortrait,ex:person_40
ex:coin_12407,nmo:hasIssuer,ex:issuer_131
ex:coin_12407,nmo:hasIssuer,ex:issuer_154
ex:coin_12407,nmo:hasPortrait,ex:person_40
ex:coin_12408,nmo:hasIssuer,ex:issuer_154
ex:coin_12408,nmo:hasIssuer,ex:issuer_131
ex:coin_12408,nmo:hasPortrait,ex:person_41
ex:coin_12409,nmo:hasIssuer,ex:issuer_131
ex:coin_12409,nmo:hasIssuer,ex:issuer_154
ex:coin_12409,nmo:hasPortrait,ex:person_41
ex:coin_12424,nmo:hasIssuer,ex:issuer_131
ex:coin_12424,nmo:hasIssuer,ex:issuer_154
ex:coin_12424,nmo:hasPortrait,ex:person_40
ex:coin_12475,nmo:hasIssuer,ex:issuer_131
ex:coin_12475,nmo:hasIssuer,ex:issuer_154
ex:coin_12475,nmo:hasPortrait,ex:person_40
ex:coin_12487,nmo:hasIssuer,ex:issuer_131
ex:coin_12487,nmo:hasIssuer,ex:issuer_154
ex:coin_12487,nmo:hasPortrait,ex:person_41
ex:coin_12488,nmo:hasIssuer,ex:issuer_154
ex:coin_12488,nmo:hasIssuer,ex:issuer_131
ex:coin_12488,nmo:hasPortrait,ex:person_40
ex:coin_13475,nmo:hasIssuer,ex:issuer_131
ex:coin_13475,nmo:hasIssuer,ex:issuer_150
ex:coin_13475,nmo:hasPortrait,ex:person_33
ex:coin_13512,nmo:hasIssuer,ex:issuer_131
ex:coin_13512,nmo:hasIssuer,ex:issuer_154
ex:coin_13512,nmo:hasPortrait,ex:person_40
ex:coin_13724,nmo:hasIssuer,ex:issuer_154
ex:coin_13724,nmo:hasIssuer,ex:issuer_131
ex:coin_13724,nmo:hasPortrait,ex:person_41
ex:coin_13725,nmo:hasIssuer,ex:issuer_131
ex:coin_13725,nmo:hasIssuer,ex:issuer_154
ex:coin_13725,nmo:hasPortrait,ex:person_41
ex:coin_13726,nmo:hasIssuer,ex:issuer_154
ex:coin_13726,nmo:hasIssuer,ex:issuer_131
ex:coin_13726,nmo:hasPortrait,ex:person_41
ex:coin_13727,nmo:hasIssuer,ex:issuer_131
ex:coin_13727,nmo:hasIssuer,ex:issuer_154
ex:coin_13727,nmo:hasPortrait,ex:person_40
ex:coin_13901,nmo:hasIssuer,ex:issuer_154
ex:coin_13901,nmo:hasIssuer,ex:issuer_131
ex:coin_13901,nmo:hasPortrait,ex:person_41
ex:coin_13902,nmo:hasIssuer,ex:issuer_131
ex:coin_13902,nmo:hasIssuer,ex:issuer_154
ex:coin_13902,nmo:hasPortrait,ex:person_41
ex:coin_13903,nmo:hasIssuer,ex:issuer_154
ex:coin_13903,nmo:hasIssuer,ex:issuer_131
ex:coin_13903,nmo:hasPortrait,ex:person_41
ex:coin_13924,nmo:hasIssuer,ex:issuer_131
ex:coin_13924,nmo:hasIssuer,ex:issuer_154
ex:coin_13924,nmo:hasPortrait,ex:person_40
ex:coin_13939,nmo:hasIssuer,ex:issuer_131
ex:coin_13939,nmo:hasIssuer,ex:issuer_154
ex:coin_13939,nmo:hasPortrait,ex:person_41
ex:coin_13999,nmo:hasIssuer,ex:issuer_154
ex:coin_13999,nmo:hasIssuer,ex:issuer_131
ex:coin_13999,nmo:hasPortrait,ex:person_40
ex:coin_14000,nmo:hasIssuer,ex:issuer_131
ex:coin_14000,nmo:hasIssuer,ex:issuer_154
ex:coin_14000,nmo:hasPortrait,ex:person_40
ex:coin_14050,nmo:hasIssuer,ex:issuer_131
ex:coin_14050,nmo:hasIssuer,ex:issuer_154
ex:coin_14050,nmo:hasPortrait,ex:person_40
ex:coin_14052,nmo:hasIssuer,ex:issuer_131
ex:coin_14052,nmo:hasIssuer,ex:issuer_154
ex:coin_14052,nmo:hasPortrait,ex:person_41
ex:coin_14130,nmo:hasIssuer,ex:issuer_131
ex:coin_14130,nmo:hasIssuer,ex:issuer_154
ex:coin_14130,nmo:hasPortrait,ex:person_41
ex:coin_14131,nmo:hasIssuer,ex:issuer_154
ex:coin_14131,nmo:hasIssuer,ex:issuer_131
ex:coin_14131,nmo:hasPortrait,ex:person_41
ex:coin_14132,nmo:hasIssuer,ex:issuer_131
ex:coin_14132,nmo:hasIssuer,ex:issuer_154
ex:coin_14132,nmo:hasPortrait,ex:person_41
ex:coin_14137,nmo:hasIssuer,ex:issuer_154
ex:coin_14137,nmo:hasIssuer,ex:issuer_131
ex:coin_14137,nmo:hasPortrait,ex:person_41
ex:coin_14210,nmo:hasIssuer,ex:issuer_154
ex:coin_14210,nmo:hasIssuer,ex:issuer_131
ex:coin_14210,nmo:hasPortrait,ex:person_41
ex:coin_14341,nmo:hasIssuer,ex:issuer_154
ex:coin_14341,nmo:hasIssuer,ex:issuer_131
ex:coin_14341,nmo:hasPortrait,ex:person_41
ex:coin_14346,nmo:hasIssuer,ex:issuer_131
ex:coin_14346,nmo:hasIssuer,ex:issuer_154
ex:coin_14346,nmo:hasPortrait,ex:person_40
ex:coin_14347,nmo:hasIssuer,ex:issuer_154
ex:coin_14347,nmo:hasIssuer,ex:issuer_131
ex:coin_14347,nmo:hasPortrait,ex:person_40
ex:coin_14388,nmo:hasIssuer,ex:issuer_154
ex:coin_14388,nmo:hasIssuer,ex:issuer_131
ex:coin_14388,nmo:hasPortrait,ex:person_41
ex:coin_14392,nmo:hasIssuer,ex:issuer_131
ex:coin_14392,nmo:hasIssuer,ex:issuer_154
ex:coin_14392,nmo:hasPortrait,ex:person_41
ex:coin_14437,nmo:hasIssuer,ex:issuer_131
ex:coin_14437,nmo:hasIssuer,ex:issuer_154
ex:coin_14437,nmo:hasPortrait,ex:person_41
ex:coin_14926,nmo:hasIssuer,ex:issuer_131
ex:coin_14926,nmo:hasIssuer,ex:issuer_154
ex:coin_14926,nmo:hasPortrait,ex:person_40
ex:coin_14930,nmo:hasIssuer,ex:issuer_131
ex:coin_14930,nmo:hasIssuer,ex:issuer_154
ex:coin_14930,nmo:hasPortrait,ex:person_41
ex:coin_14959,nmo:hasIssuer,ex:issuer_131
ex:coin_14959,nmo:hasIssuer,ex:issuer_154
ex:coin_14959,nmo:hasPortrait,ex:person_40
ex:coin_14960,nmo:hasIssuer,ex:issuer_154
ex:coin_14960,nmo:hasIssuer,ex:issuer_131
ex:coin_14960,nmo:hasPortrait,ex:person_40
ex:coin_15161,nmo:hasIssuer,ex:issuer_131
ex:coin_15161,nmo:hasIssuer,ex:issuer_154
ex:coin_15161,nmo:hasPortrait,ex:person_40
ex:coin_15184,nmo:hasIssuer,ex:issuer_131
ex:coin_15184,nmo:hasIssuer,ex:issuer_154
ex:coin_15184,nmo:hasPortrait,ex:person_41
ex:coin_15185,nmo:hasIssuer,ex:issuer_154
ex:coin_15185,nmo:hasIssuer,ex:issuer_131
ex:coin_15185,nmo:hasPortrait,ex:person_40
ex:coin_15187,nmo:hasIssuer,ex:issuer_131
ex:coin_15187,nmo:hasIssuer,ex:issuer_154
ex:coin_15187,nmo:hasPortrait,ex:person_41
ex:coin_15202,nmo:hasIssuer,ex:issuer_131
ex:coin_15202,nmo:hasIssuer,ex:issuer_154
ex:coin_15202,nmo:hasPortrait,ex:person_41
ex:coin_15203,nmo:hasIssuer,ex:issuer_154
ex:coin_15203,nmo:hasIssuer,ex:issuer_131
ex:coin_15203,nmo:hasPortrait,ex:person_41
ex:coin_15205,nmo:hasIssuer,ex:issuer_131
ex:coin_15205,nmo:hasIssuer,ex:issuer_154
ex:coin_15205,nmo:hasPortrait,ex:person_40
ex:coin_15210,nmo:hasIssuer,ex:issuer_154
ex:coin_15210,nmo:hasIssuer,ex:issuer_131
ex:coin_15210,nmo:hasPortrait,ex:person_41
ex:coin_15261,nmo:hasIssuer,ex:issuer_131
ex:coin_15261,nmo:hasIssuer,ex:issuer_154
ex:coin_15261,nmo:hasPortrait,ex:person_41
ex:coin_15420,nmo:hasIssuer,ex:issuer_131
ex:coin_15420,nmo:hasIssuer,ex:issuer_154
ex:coin_15420,nmo:hasPortrait,ex:person_41
ex:coin_15469,nmo:hasIssuer,ex:issuer_154
ex:coin_15469,nmo:hasIssuer,ex:issuer_131
ex:coin_15469,nmo:hasPortrait,ex:person_40
ex:coin_15470,nmo:hasIssuer,ex:issuer_131
ex:coin_15470,nmo:hasIssuer,ex:issuer_154
ex:coin_15470,nmo:hasPortrait,ex:person_40
ex:coin_15471,nmo:hasIssuer,ex:issuer_154
ex:coin_15471,nmo:hasIssuer,ex:issuer_131
ex:coin_15471,nmo:hasPortrait,ex:person_40
ex:coin_15472,nmo:hasIssuer,ex:issuer_131
ex:coin_15472,nmo:hasIssuer,ex:issuer_154
ex:coin_15472,nmo:hasPortrait,ex:person_40
ex:coin_15473,nmo:hasIssuer,ex:issuer_154
ex:coin_15473,nmo:hasIssuer,ex:issuer_131
ex:coin_15473,nmo:hasPortrait,ex:person_40
ex:coin_15474,nmo:hasIssuer,ex:issuer_131
ex:coin_15474,nmo:hasIssuer,ex:issuer_154
ex:coin_15474,nmo:hasPortrait,ex:person_40
ex:coin_15475,nmo:hasIssuer,ex:issuer_154
ex:coin_15475,nmo:hasIssuer,ex:issuer_131
ex:coin_15475,nmo:hasPortrait,ex:person_41
ex:coin_15476,nmo:hasIssuer,ex:issuer_131
ex:coin_15476,nmo:hasIssuer,ex:issuer_154
ex:coin_15476,nmo:hasPortrait,ex:person_41
ex:coin_15477,nmo:hasIssuer,ex:issuer_154
ex:coin_15477,nmo:hasIssuer,ex:issuer_131
ex:coin_15477,nmo:hasPortrait,ex:person_41
ex:coin_15478,nmo:hasIssuer,ex:issuer_131
ex:coin_15478,nmo:hasIssuer,ex:issuer_154
ex:coin_15478,nmo:hasPortrait,ex:person_41
ex:coin_15479,nmo:hasIssuer,ex:issuer_154
ex:coin_15479,nmo:hasIssuer,ex:issuer_131
ex:coin_15479,nmo:hasPortrait,ex:person_41
