s,o,p
ex:coin_28353,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_28452,ex:issuer_131,nmo:hasIssuer
ex:coin_28452,ex:person_38,nmo:hasPortrait
ex:coin_28452,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_28492,ex:issuer_131,nmo:hasIssuer
ex:coin_28492,ex:person_38,nmo:hasPortrait
ex:coin_28492,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_28494,ex:issuer_131,nmo:hasIssuer
ex:coin_28494,ex:person_38,nmo:hasPortrait
ex:coin_28494,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29067,ex:issuer_131,nmo:hasIssuer
ex:coin_29067,ex:person_38,nmo:hasPortrait
ex:coin_29067,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29069,ex:issuer_131,nmo:hasIssuer
ex:coin_29069,ex:person_38,nmo:hasPortrait
ex:coin_29069,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29201,ex:issuer_131,nmo:hasIssuer
ex:coin_29201,ex:person_38,nmo:hasPortrait
ex:coin_29201,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29511,ex:issuer_131,nmo:hasIssuer
ex:coin_29511,ex:person_38,nmo:hasPortrait
ex:coin_29511,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29875,ex:issuer_131,nmo:hasIssuer
ex:coin_29875,ex:person_38,nmo:hasPortrait
ex:coin_29875,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_29921,ex:issuer_131,nmo:hasIssuer
ex:coin_29921,ex:person_38,nmo:hasPortrait
ex:coin_29921,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30023,ex:issuer_131,nmo:hasIssuer
ex:coin_30023,ex:person_38,nmo:hasPortrait
ex:coin_30023,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30032,ex:issuer_131,nmo:hasIssuer
ex:coin_30032,ex:person_38,nmo:hasPortrait
ex:coin_30032,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30067,ex:issuer_131,nmo:hasIssuer
ex:coin_30067,ex:person_33,nmo:hasPortrait
ex:coin_30067,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30414,ex:issuer_131,nmo:hasIssuer
ex:coin_30414,ex:person_38,nmo:hasPortrait
ex:coin_30414,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30615,ex:issuer_131,nmo:hasIssuer
ex:coin_30615,ex:person_38,nmo:hasPortrait
ex:coin_30615,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30882,ex:issuer_131,nmo:hasIssuer
ex:coin_30882,ex:person_33,nmo:hasPortrait
ex:coin_30882,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30941,ex:issuer_131,nmo:hasIssuer
ex:coin_30941,ex:person_38,nmo:hasPortrait
ex:coin_30941,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31117,ex:issuer_131,nmo:hasIssuer
ex:coin_31117,ex:person_38,nmo:hasPortrait
ex:coin_31117,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31467,ex:issuer_131,nmo:hasIssuer
ex:coin_31467,ex:person_33,nmo:hasPortrait
ex:coin_31467,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31581,ex:issuer_131,nmo:hasIssuer
ex:coin_31581,ex:person_38,nmo:hasPortrait
ex:coin_31581,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31592,ex:issuer_131,nmo:hasIssuer
ex:coin_31592,ex:person_38,nmo:hasPortrait
ex:coin_31592,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31674,ex:issuer_131,nmo:hasIssuer
ex:coin_31674,ex:person_38,nmo:hasPortrait
ex:coin_31674,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31786,ex:issuer_131,nmo:hasIssuer
ex:coin_31786,ex:person_38,nmo:hasPortrait
ex:coin_31786,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31827,ex:issuer_131,nmo:hasIssuer
ex:coin_31827,ex:person_33,nmo:hasPortrait
ex:coin_31827,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31858,ex:issuer_131,nmo:hasIssuer
ex:coin_31858,ex:person_38,nmo:hasPortrait
ex:coin_31858,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31904,ex:issuer_131,nmo:hasIssuer
ex:coin_31904,ex:person_38,nmo:hasPortrait
ex:coin_31904,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31929,ex:issuer_131,nmo:hasIssuer
ex:coin_31929,ex:person_33,nmo:hasPortrait
ex:coin_31929,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31990,ex:issuer_131,nmo:hasIssuer
ex:coin_31990,ex:person_38,nmo:hasPortrait
ex:coin_31990,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31992,ex:issuer_131,nmo:hasIssuer
ex:coin_31992,ex:person_33,nmo:hasPortrait
ex:coin_31992,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32040,ex:issuer_131,nmo:hasIssuer
ex:coin_32040,ex:person_38,nmo:hasPortrait
ex:coin_32040,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32213,ex:issuer_131,nmo:hasIssuer
ex:coin_32213,ex:person_38,nmo:hasPortrait
ex:coin_32213,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32238,ex:issuer_131,nmo:hasIssuer
ex:coin_32238,ex:person_38,nmo:hasPortrait
ex:coin_32238,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32352,ex:issuer_131,nmo:hasIssuer
ex:coin_32352,ex:person_38,nmo:hasPortrait
ex:coin_32352,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32447,ex:issuer_131,nmo:hasIssuer
ex:coin_32447,ex:person_38,nmo:hasPortrait
ex:coin_32447,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32470,ex:issuer_131,nmo:hasIssuer
ex:coin_32470,ex:person_33,nmo:hasPortrait
ex:coin_32470,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32538,ex:issuer_131,nmo:hasIssuer
ex:coin_32538,ex:person_33,nmo:hasPortrait
ex:coin_32538,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32934,ex:issuer_131,nmo:hasIssuer
ex:coin_32934,ex:person_38,nmo:hasPortrait
ex:coin_32934,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33040,ex:issuer_131,nmo:hasIssuer
ex:coin_33040,ex:person_38,nmo:hasPortrait
ex:coin_33040,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33044,ex:issuer_131,nmo:hasIssuer
ex:coin_33044,ex:person_38,nmo:hasPortrait
ex:coin_33044,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33070,ex:issuer_131,nmo:hasIssuer
ex:coin_33070,ex:person_38,nmo:hasPortrait
ex:coin_33070,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33336,ex:issuer_131,nmo:hasIssuer
ex:coin_33336,ex:person_38,nmo:hasPortrait
ex:coin_33336,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33384,ex:issuer_131,nmo:hasIssuer
ex:coin_33384,ex:person_38,nmo:hasPortrait
ex:coin_33384,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33401,ex:issuer_131,nmo:hasIssuer
ex:coin_33401,ex:person_38,nmo:hasPortrait
ex:coin_33401,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33424,ex:issuer_131,nmo:hasIssuer
ex:coin_33424,ex:person_38,nmo:hasPortrait
ex:coin_33424,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33427,ex:issuer_131,nmo:hasIssuer
ex:coin_33427,ex:person_38,nmo:hasPortrait
ex:coin_33427,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33428,ex:issuer_131,nmo:hasIssuer
ex:coin_33428,ex:person_38,nmo:hasPortrait
ex:coin_33428,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33453,ex:issuer_131,nmo:hasIssuer
ex:coin_33453,ex:person_38,nmo:hasPortrait
ex:coin_33453,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33548,ex:issuer_131,nmo:hasIssuer
ex:coin_33548,ex:person_38,nmo:hasPortrait
ex:coin_33548,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33584,ex:issuer_131,nmo:hasIssuer
ex:coin_33584,ex:person_38,nmo:hasPortrait
ex:coin_33584,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33590,ex:issuer_131,nmo:hasIssuer
ex:coin_33590,ex:person_38,nmo:hasPortrait
ex:coin_33590,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33761,ex:issuer_131,nmo:hasIssuer
ex:coin_33761,ex:person_38,nmo:hasPortrait
ex:coin_33761,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_33941,ex:issuer_131,nmo:hasIssuer
ex:coin_33941,ex:person_38,nmo:hasPortrait
ex:coin_33941,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34299,ex:issuer_131,nmo:hasIssuer
ex:coin_34299,ex:person_38,nmo:hasPortrait
ex:coin_34299,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34409,ex:issuer_131,nmo:hasIssuer
ex:coin_34409,ex:person_38,nmo:hasPortrait
ex:coin_34409,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34863,ex:issuer_131,nmo:hasIssuer
ex:coin_34863,ex:person_38,nmo:hasPortrait
ex:coin_34863,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34875,ex:issuer_131,nmo:hasIssuer
ex:coin_34875,ex:person_38,nmo:hasPortrait
ex:coin_34875,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34885,ex:issuer_131,nmo:hasIssuer
ex:coin_34885,ex:person_38,nmo:hasPortrait
ex:coin_34885,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_34913,ex:issuer_131,nmo:hasIssuer
ex:coin_34913,ex:person_38,nmo:hasPortrait
ex:coin_34913,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_35086,ex:issuer_131,nmo:hasIssuer
ex:coin_35086,ex:person_38,nmo:hasPortrait
ex:coin_35086,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_35232,ex:issuer_131,nmo:hasIssuer
ex:coin_35232,ex:person_38,nmo:hasPortrait
ex:coin_35232,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36362,ex:issuer_131,nmo:hasIssuer
ex:coin_36362,ex:person_38,nmo:hasPortrait
ex:coin_36362,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36878,ex:issuer_131,nmo:hasIssuer
ex:coin_36878,ex:person_38,nmo:hasPortrait
ex:coin_36878,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36888,ex:issuer_131,nmo:hasIssuer
ex:coin_36888,ex:person_38,nmo:hasPortrait
ex:coin_36888,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36913,ex:issuer_131,nmo:hasIssuer
ex:coin_36913,ex:person_38,nmo:hasPortrait
ex:coin_36913,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36914,ex:issuer_131,nmo:hasIssuer
ex:coin_36914,ex:person_38,nmo:hasPortrait
ex:coin_36914,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36942,ex:issuer_131,nmo:hasIssuer
ex:coin_36942,ex:person_38,nmo:hasPortrait
ex:coin_36942,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_36954,ex:issuer_131,nmo:hasIssuer
ex:coin_36954,ex:person_38,nmo:hasPortrait
ex:coin_36954,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_37736,ex:issuer_131,nmo:hasIssuer
ex:coin_37736,ex:person_38,nmo:hasPortrait
ex:coin_37736,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_37742,ex:issuer_131,nmo:hasIssuer
ex:coin_37742,ex:person_33,nmo:hasPortrait
ex:coin_37742,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_39318,ex:issuer_131,nmo:hasIssuer
ex:coin_39318,ex:person_33,nmo:hasPortrait
ex:coin_39318,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_40102,ex:issuer_131,nmo:hasIssuer
ex:coin_40102,ex:person_38,nmo:hasPortrait
ex:coin_40102,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_5703,ex:issuer_150,nmo:hasIssuer
ex:coin_5703,ex:person_120,nmo:hasPortrait
ex:coin_5703,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_150,ex:person_33,ex:inPossibleIssuersOf
ex:coin_27389,ex:issuer_151,nmo:hasIssuer
ex:coin_27389,ex:person_120,nmo:hasPortrait
ex:coin_27389,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_39720,ex:issuer_151,nmo:hasIssuer
ex:coin_39720,ex:person_120,nmo:hasPortrait
ex:coin_39720,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_40092,ex:issuer_151,nmo:hasIssuer
ex:coin_40092,ex:person_120,nmo:hasPortrait
ex:coin_40092,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_40097,ex:issuer_151,nmo:hasIssuer
ex:coin_40097,ex:person_120,nmo:hasPortrait
ex:coin_40097,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_40109,ex:issuer_151,nmo:hasIssuer
ex:coin_40109,ex:person_120,nmo:hasPortrait
ex:coin_40109,ex:uncertain,nmo:hasPortrait
ex:person_120,ex:issuer_151,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42319,ex:issuer_151,nmo:hasIssuer
ex:coin_42319,ex:person_70,nmo:hasPortrait
ex:coin_42319,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42320,ex:issuer_151,nmo:hasIssuer
ex:coin_42320,ex:person_70,nmo:hasPortrait
ex:coin_42320,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42322,ex:issuer_151,nmo:hasIssuer
ex:coin_42322,ex:person_70,nmo:hasPortrait
ex:coin_42322,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42657,ex:issuer_151,nmo:hasIssuer
ex:coin_42657,ex:person_70,nmo:hasPortrait
ex:coin_42657,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42658,ex:issuer_151,nmo:hasIssuer
ex:coin_42658,ex:person_70,nmo:hasPortrait
ex:coin_42658,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_42662,ex:issuer_151,nmo:hasIssuer
ex:coin_42662,ex:person_70,nmo:hasPortrait
ex:coin_42662,ex:uncertain,nmo:hasPortrait
ex:person_70,ex:issuer_59,ex:hasPossibleIssuers
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
