s,o,p
ex:coin_30792,ex:person_38,nmo:hasPortrait
ex:coin_30792,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30794,ex:issuer_131,nmo:hasIssuer
ex:coin_30794,ex:issuer_154,nmo:hasIssuer
ex:coin_30794,ex:person_38,nmo:hasPortrait
ex:coin_30794,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30811,ex:issuer_131,nmo:hasIssuer
ex:coin_30811,ex:issuer_154,nmo:hasIssuer
ex:coin_30811,ex:person_38,nmo:hasPortrait
ex:coin_30811,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30813,ex:issuer_154,nmo:hasIssuer
ex:coin_30813,ex:issuer_131,nmo:hasIssuer
ex:coin_30813,ex:person_38,nmo:hasPortrait
ex:coin_30813,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30880,ex:issuer_131,nmo:hasIssuer
ex:coin_30880,ex:issuer_150,nmo:hasIssuer
ex:coin_30880,ex:person_33,nmo:hasPortrait
ex:coin_30880,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:issuer_150,ex:person_33,ex:inPossibleIssuersOf
ex:coin_30958,ex:issuer_131,nmo:hasIssuer
ex:coin_30958,ex:issuer_154,nmo:hasIssuer
ex:coin_30958,ex:person_38,nmo:hasPortrait
ex:coin_30958,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30964,ex:issuer_131,nmo:hasIssuer
ex:coin_30964,ex:issuer_154,nmo:hasIssuer
ex:coin_30964,ex:person_38,nmo:hasPortrait
ex:coin_30964,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30973,ex:issuer_131,nmo:hasIssuer
ex:coin_30973,ex:issuer_154,nmo:hasIssuer
ex:coin_30973,ex:person_38,nmo:hasPortrait
ex:coin_30973,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_30997,ex:issuer_154,nmo:hasIssuer
ex:coin_30997,ex:issuer_131,nmo:hasIssuer
ex:coin_30997,ex:person_38,nmo:hasPortrait
ex:coin_30997,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31009,ex:issuer_154,nmo:hasIssuer
ex:coin_31009,ex:issuer_131,nmo:hasIssuer
ex:coin_31009,ex:person_38,nmo:hasPortrait
ex:coin_31009,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31036,ex:issuer_131,nmo:hasIssuer
ex:coin_31036,ex:issuer_154,nmo:hasIssuer
ex:coin_31036,ex:person_38,nmo:hasPortrait
ex:coin_31036,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31057,ex:issuer_154,nmo:hasIssuer
ex:coin_31057,ex:issuer_131,nmo:hasIssuer
ex:coin_31057,ex:person_38,nmo:hasPortrait
ex:coin_31057,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31079,ex:issuer_154,nmo:hasIssuer
ex:coin_31079,ex:issuer_131,nmo:hasIssuer
ex:coin_31079,ex:person_38,nmo:hasPortrait
ex:coin_31079,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31083,ex:issuer_154,nmo:hasIssuer
ex:coin_31083,ex:issuer_131,nmo:hasIssuer
ex:coin_31083,ex:person_38,nmo:hasPortrait
ex:coin_31083,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31086,ex:issuer_154,nmo:hasIssuer
ex:coin_31086,ex:issuer_131,nmo:hasIssuer
ex:coin_31086,ex:person_38,nmo:hasPortrait
ex:coin_31086,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31170,ex:issuer_131,nmo:hasIssuer
ex:coin_31170,ex:issuer_154,nmo:hasIssuer
ex:coin_31170,ex:person_38,nmo:hasPortrait
ex:coin_31170,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31188,ex:issuer_131,nmo:hasIssuer
ex:coin_31188,ex:issuer_154,nmo:hasIssuer
ex:coin_31188,ex:person_38,nmo:hasPortrait
ex:coin_31188,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31196,ex:issuer_154,nmo:hasIssuer
ex:coin_31196,ex:issuer_131,nmo:hasIssuer
ex:coin_31196,ex:person_38,nmo:hasPortrait
ex:coin_31196,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31215,ex:issuer_154,nmo:hasIssuer
ex:coin_31215,ex:issuer_131,nmo:hasIssuer
ex:coin_31215,ex:person_38,nmo:hasPortrait
ex:coin_31215,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31217,ex:issuer_154,nmo:hasIssuer
ex:coin_31217,ex:issuer_131,nmo:hasIssuer
ex:coin_31217,ex:person_38,nmo:hasPortrait
ex:coin_31217,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31228,ex:issuer_131,nmo:hasIssuer
ex:coin_31228,ex:issuer_154,nmo:hasIssuer
ex:coin_31228,ex:person_38,nmo:hasPortrait
ex:coin_31228,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31243,ex:issuer_131,nmo:hasIssuer
ex:coin_31243,ex:issuer_151,nmo:hasIssuer
ex:coin_31243,ex:person_34,nmo:hasPortrait
ex:coin_31243,ex:uncertain,nmo:hasPortrait
ex:person_34,ex:issuer_151,ex:hasPossibleIssuers
ex:person_34,ex:issuer_161,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_31261,ex:issuer_131,nmo:hasIssuer
ex:coin_31261,ex:issuer_154,nmo:hasIssuer
ex:coin_31261,ex:person_38,nmo:hasPortrait
ex:coin_31261,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31290,ex:issuer_131,nmo:hasIssuer
ex:coin_31290,ex:issuer_154,nmo:hasIssuer
ex:coin_31290,ex:person_38,nmo:hasPortrait
ex:coin_31290,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31291,ex:issuer_154,nmo:hasIssuer
ex:coin_31291,ex:issuer_131,nmo:hasIssuer
ex:coin_31291,ex:person_38,nmo:hasPortrait
ex:coin_31291,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31303,ex:issuer_131,nmo:hasIssuer
ex:coin_31303,ex:issuer_151,nmo:hasIssuer
ex:coin_31303,ex:person_34,nmo:hasPortrait
ex:coin_31303,ex:uncertain,nmo:hasPortrait
ex:person_34,ex:issuer_151,ex:hasPossibleIssuers
ex:person_34,ex:issuer_161,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:coin_31306,ex:issuer_131,nmo:hasIssuer
ex:coin_31306,ex:issuer_154,nmo:hasIssuer
ex:coin_31306,ex:person_38,nmo:hasPortrait
ex:coin_31306,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31313,ex:issuer_154,nmo:hasIssuer
ex:coin_31313,ex:issuer_131,nmo:hasIssuer
ex:coin_31313,ex:person_38,nmo:hasPortrait
ex:coin_31313,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31317,ex:issuer_131,nmo:hasIssuer
ex:coin_31317,ex:issuer_154,nmo:hasIssuer
ex:coin_31317,ex:person_38,nmo:hasPortrait
ex:coin_31317,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31324,ex:issuer_131,nmo:hasIssuer
ex:coin_31324,ex:issuer_154,nmo:hasIssuer
ex:coin_31324,ex:person_38,nmo:hasPortrait
ex:coin_31324,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31333,ex:issuer_154,nmo:hasIssuer
ex:coin_31333,ex:issuer_131,nmo:hasIssuer
ex:coin_31333,ex:person_38,nmo:hasPortrait
ex:coin_31333,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31343,ex:issuer_154,nmo:hasIssuer
ex:coin_31343,ex:issuer_131,nmo:hasIssuer
ex:coin_31343,ex:person_38,nmo:hasPortrait
ex:coin_31343,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31352,ex:issuer_131,nmo:hasIssuer
ex:coin_31352,ex:issuer_154,nmo:hasIssuer
ex:coin_31352,ex:person_38,nmo:hasPortrait
ex:coin_31352,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31357,ex:issuer_131,nmo:hasIssuer
ex:coin_31357,ex:issuer_154,nmo:hasIssuer
ex:coin_31357,ex:person_38,nmo:hasPortrait
ex:coin_31357,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31380,ex:issuer_131,nmo:hasIssuer
ex:coin_31380,ex:issuer_154,nmo:hasIssuer
ex:coin_31380,ex:person_38,nmo:hasPortrait
ex:coin_31380,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31403,ex:issuer_131,nmo:hasIssuer
ex:coin_31403,ex:issuer_154,nmo:hasIssuer
ex:coin_31403,ex:person_38,nmo:hasPortrait
ex:coin_31403,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31464,ex:issuer_131,nmo:hasIssuer
ex:coin_31464,ex:issuer_154,nmo:hasIssuer
ex:coin_31464,ex:person_38,nmo:hasPortrait
ex:coin_31464,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31475,ex:issuer_154,nmo:hasIssuer
ex:coin_31475,ex:issuer_131,nmo:hasIssuer
ex:coin_31475,ex:person_38,nmo:hasPortrait
ex:coin_31475,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31478,ex:issuer_154,nmo:hasIssuer
ex:coin_31478,ex:issuer_131,nmo:hasIssuer
ex:coin_31478,ex:person_38,nmo:hasPortrait
ex:coin_31478,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31508,ex:issuer_154,nmo:hasIssuer
ex:coin_31508,ex:issuer_131,nmo:hasIssuer
ex:coin_31508,ex:person_38,nmo:hasPortrait
ex:coin_31508,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31532,ex:issuer_131,nmo:hasIssuer
ex:coin_31532,ex:issuer_154,nmo:hasIssuer
ex:coin_31532,ex:person_38,nmo:hasPortrait
ex:coin_31532,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31544,ex:issuer_154,nmo:hasIssuer
ex:coin_31544,ex:issuer_131,nmo:hasIssuer
ex:coin_31544,ex:person_38,nmo:hasPortrait
ex:coin_31544,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31561,ex:issuer_154,nmo:hasIssuer
ex:coin_31561,ex:issuer_131,nmo:hasIssuer
ex:coin_31561,ex:person_38,nmo:hasPortrait
ex:coin_31561,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31574,ex:issuer_154,nmo:hasIssuer
ex:coin_31574,ex:issuer_131,nmo:hasIssuer
ex:coin_31574,ex:person_38,nmo:hasPortrait
ex:coin_31574,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31578,ex:issuer_131,nmo:hasIssuer
ex:coin_31578,ex:issuer_154,nmo:hasIssuer
ex:coin_31578,ex:person_38,nmo:hasPortrait
ex:coin_31578,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31580,ex:issuer_131,nmo:hasIssuer
ex:coin_31580,ex:issuer_154,nmo:hasIssuer
ex:coin_31580,ex:person_38,nmo:hasPortrait
ex:coin_31580,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31582,ex:issuer_131,nmo:hasIssuer
ex:coin_31582,ex:issuer_154,nmo:hasIssuer
ex:coin_31582,ex:person_38,nmo:hasPortrait
ex:coin_31582,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31590,ex:issuer_131,nmo:hasIssuer
ex:coin_31590,ex:issuer_154,nmo:hasIssuer
ex:coin_31590,ex:person_38,nmo:hasPortrait
ex:coin_31590,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31604,ex:issuer_131,nmo:hasIssuer
ex:coin_31604,ex:issuer_154,nmo:hasIssuer
ex:coin_31604,ex:person_38,nmo:hasPortrait
ex:coin_31604,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31625,ex:issuer_131,nmo:hasIssuer
ex:coin_31625,ex:issuer_151,nmo:hasIssuer
ex:coin_31625,ex:issuer_152,nmo:hasIssuer
ex:coin_31625,ex:person_38,nmo:hasPortrait
ex:coin_31625,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_34,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_43,ex:inPossibleIssuersOf
ex:issuer_151,ex:person_120,ex:inPossibleIssuersOf
ex:issuer_152,ex:person_36,ex:inPossibleIssuersOf
ex:issuer_152,ex:person_39,ex:inPossibleIssuersOf
ex:issuer_152,ex:person_40,ex:inPossibleIssuersOf
ex:issuer_152,ex:person_41,ex:inPossibleIssuersOf
ex:issuer_152,ex:person_43,ex:inPossibleIssuersOf
ex:coin_31641,ex:issuer_154,nmo:hasIssuer
ex:coin_31641,ex:issuer_131,nmo:hasIssuer
ex:coin_31641,ex:person_38,nmo:hasPortrait
ex:coin_31641,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31676,ex:issuer_131,nmo:hasIssuer
ex:coin_31676,ex:issuer_154,nmo:hasIssuer
ex:coin_31676,ex:person_38,nmo:hasPortrait
ex:coin_31676,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31691,ex:issuer_154,nmo:hasIssuer
ex:coin_31691,ex:issuer_131,nmo:hasIssuer
ex:coin_31691,ex:person_38,nmo:hasPortrait
ex:coin_31691,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31749,ex:issuer_131,nmo:hasIssuer
ex:coin_31749,ex:issuer_154,nmo:hasIssuer
ex:coin_31749,ex:person_38,nmo:hasPortrait
ex:coin_31749,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31760,ex:issuer_154,nmo:hasIssuer
ex:coin_31760,ex:issuer_131,nmo:hasIssuer
ex:coin_31760,ex:person_38,nmo:hasPortrait
ex:coin_31760,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31780,ex:issuer_131,nmo:hasIssuer
ex:coin_31780,ex:issuer_154,nmo:hasIssuer
ex:coin_31780,ex:person_38,nmo:hasPortrait
ex:coin_31780,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31800,ex:issuer_154,nmo:hasIssuer
ex:coin_31800,ex:issuer_131,nmo:hasIssuer
ex:coin_31800,ex:person_38,nmo:hasPortrait
ex:coin_31800,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31811,ex:issuer_154,nmo:hasIssuer
ex:coin_31811,ex:issuer_131,nmo:hasIssuer
ex:coin_31811,ex:person_38,nmo:hasPortrait
ex:coin_31811,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31819,ex:issuer_131,nmo:hasIssuer
ex:coin_31819,ex:issuer_154,nmo:hasIssuer
ex:coin_31819,ex:person_38,nmo:hasPortrait
ex:coin_31819,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31873,ex:issuer_131,nmo:hasIssuer
ex:coin_31873,ex:issuer_154,nmo:hasIssuer
ex:coin_31873,ex:person_38,nmo:hasPortrait
ex:coin_31873,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31899,ex:issuer_131,nmo:hasIssuer
ex:coin_31899,ex:issuer_154,nmo:hasIssuer
ex:coin_31899,ex:person_38,nmo:hasPortrait
ex:coin_31899,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31969,ex:issuer_154,nmo:hasIssuer
ex:coin_31969,ex:issuer_131,nmo:hasIssuer
ex:coin_31969,ex:person_38,nmo:hasPortrait
ex:coin_31969,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_31989,ex:issuer_154,nmo:hasIssuer
ex:coin_31989,ex:issuer_131,nmo:hasIssuer
ex:coin_31989,ex:person_38,nmo:hasPortrait
ex:coin_31989,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32036,ex:issuer_131,nmo:hasIssuer
ex:coin_32036,ex:issuer_154,nmo:hasIssuer
ex:coin_32036,ex:person_38,nmo:hasPortrait
ex:coin_32036,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32038,ex:issuer_154,nmo:hasIssuer
ex:coin_32038,ex:issuer_131,nmo:hasIssuer
ex:coin_32038,ex:person_38,nmo:hasPortrait
ex:coin_32038,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32055,ex:issuer_154,nmo:hasIssuer
ex:coin_32055,ex:issuer_131,nmo:hasIssuer
ex:coin_32055,ex:person_38,nmo:hasPortrait
ex:coin_32055,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32085,ex:issuer_154,nmo:hasIssuer
ex:coin_32085,ex:issuer_131,nmo:hasIssuer
ex:coin_32085,ex:person_38,nmo:hasPortrait
ex:coin_32085,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32109,ex:issuer_131,nmo:hasIssuer
ex:coin_32109,ex:issuer_150,nmo:hasIssuer
ex:coin_32109,ex:person_33,nmo:hasPortrait
ex:coin_32109,ex:uncertain,nmo:hasPortrait
ex:person_33,ex:issuer_150,ex:hasPossibleIssuers
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:issuer_150,ex:person_33,ex:inPossibleIssuersOf
ex:coin_32166,ex:issuer_154,nmo:hasIssuer
ex:coin_32166,ex:issuer_131,nmo:hasIssuer
ex:coin_32166,ex:person_38,nmo:hasPortrait
ex:coin_32166,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32167,ex:issuer_131,nmo:hasIssuer
ex:coin_32167,ex:issuer_154,nmo:hasIssuer
ex:coin_32167,ex:person_38,nmo:hasPortrait
ex:coin_32167,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32170,ex:issuer_154,nmo:hasIssuer
ex:coin_32170,ex:issuer_131,nmo:hasIssuer
ex:coin_32170,ex:person_38,nmo:hasPortrait
ex:coin_32170,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32205,ex:issuer_154,nmo:hasIssuer
ex:coin_32205,ex:issuer_131,nmo:hasIssuer
ex:coin_32205,ex:person_38,nmo:hasPortrait
ex:coin_32205,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32227,ex:issuer_131,nmo:hasIssuer
ex:coin_32227,ex:issuer_154,nmo:hasIssuer
ex:coin_32227,ex:person_38,nmo:hasPortrait
ex:coin_32227,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32285,ex:issuer_154,nmo:hasIssuer
ex:coin_32285,ex:issuer_131,nmo:hasIssuer
ex:coin_32285,ex:person_38,nmo:hasPortrait
ex:coin_32285,ex:uncertain,nmo:hasPortrait
ex:issuer_131,ex:person_31,ex:inPossibleIssuersOf
ex:issuer_131,ex:person_42,ex:inPossibleIssuersOf
ex:coin_32303,ex:issuer_154,nmo:hasIssuer
ex:coin_32303,ex:issuer_131,nmo:hasIssuer
ex:coin_32303,ex:person_38,nmo:hasPortrait
ex:coin_32303,ex:uncertain,nmo:hasPortrait
